bbl,st_2007,st_2008,st_2009,st_2010,st_2011,st_2012,st_2013,st_2014,st_2015,st_2016,st_2017,st_2018,st_2019,st_2020,st_2021
1021770145,33.0,33.0,33.0,33.0,33.0,31.0,32.0,33.0,34.0,34.0,34.0,33.0,34.0,34.0,34.0
1021770150,46.0,47.0,47.0,42.0,39.0,39.0,39.0,37.0,36.0,35.0,34.0,34.0,34.0,35.0,35.0
1021770152,43.0,43.0,39.0,37.0,36.0,36.0,36.0,35.0,34.0,43.0,43.0,43.0,42.0,41.0,40.0
1021770154,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1021770156,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,40.0,40.0,40.0,40.0,40.0,40.0
1021770159,19.0,18.0,17.0,16.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,12.0,14.0,15.0,15.0
1021770160,19.0,19.0,19.0,17.0,17.0,17.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0,16.0
1021770161,11.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,7.0,7.0,6.0
1021770163,37.0,35.0,31.0,31.0,28.0,26.0,26.0,25.0,22.0,22.0,24.0,25.0,24.0,24.0,25.0
1021770166,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,13.0,12.0,11.0,10.0,8.0,6.0
1021770170,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
1021770174,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1021770175,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
1021770218,59.0,59.0,59.0,59.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
1021770228,63.0,63.0,63.0,63.0,63.0,62.0,63.0,62.0,58.0,59.0,58.0,58.0,58.0,57.0,56.0
1021770234,19.0,19.0,17.0,17.0,16.0,16.0,15.0,15.0,14.0,13.0,,,,,
1021770242,6.0,6.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0
1021790005,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0,138.0
1021790010,31.0,31.0,31.0,24.0,23.0,22.0,21.0,20.0,20.0,17.0,16.0,14.0,10.0,5.0,4.0
1021790066,53.0,53.0,53.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0
1021790070,46.0,46.0,46.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0
1021790080,15.0,15.0,15.0,15.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,13.0,,,
1021790090,55.0,55.0,51.0,44.0,44.0,43.0,42.0,44.0,44.0,45.0,46.0,48.0,48.0,47.0,47.0
1021790093,59.0,59.0,57.0,55.0,52.0,51.0,51.0,52.0,52.0,51.0,50.0,50.0,49.0,48.0,47.0
1021790095,43.0,43.0,43.0,41.0,42.0,40.0,38.0,35.0,30.0,36.0,34.0,32.0,31.0,30.0,29.0
1021790098,36.0,36.0,36.0,33.0,32.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,
1021790099,40.0,39.0,36.0,36.0,40.0,42.0,44.0,44.0,45.0,47.0,47.0,47.0,47.0,47.0,47.0
1021790100,57.0,57.0,56.0,53.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,48.0,47.0
1021790106,61.0,61.0,59.0,54.0,51.0,51.0,51.0,50.0,49.0,76.0,76.0,76.0,76.0,76.0,77.0
1021790112,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,
1021790156,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,61.0,62.0,62.0,62.0,62.0,62.0
1021790158,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,
1021790168,9.0,9.0,9.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0
1021790185,81.0,81.0,79.0,78.0,77.0,78.0,78.0,79.0,79.0,92.0,92.0,92.0,92.0,93.0,93.0
1021790199,36.0,34.0,34.0,30.0,30.0,24.0,27.0,27.0,26.0,25.0,24.0,24.0,24.0,24.0,24.0
1021790201,48.0,48.0,48.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,48.0,46.0,44.0
1021790203,19.0,19.0,15.0,13.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0
1021790205,2.0,2.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1021790207,51.0,51.0,38.0,34.0,32.0,29.0,27.0,25.0,22.0,21.0,21.0,21.0,21.0,21.0,21.0
1021790218,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
1021790221,49.0,49.0,48.0,49.0,48.0,47.0,48.0,49.0,44.0,46.0,52.0,57.0,56.0,55.0,56.0
1021790226,55.0,55.0,56.0,57.0,54.0,60.0,51.0,48.0,43.0,42.0,42.0,42.0,42.0,43.0,43.0
1021790263,10.0,10.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,10.0,8.0,7.0,7.0
1021790269,39.0,39.0,39.0,39.0,40.0,41.0,41.0,41.0,38.0,37.0,36.0,36.0,34.0,33.0,33.0
1021790274,33.0,26.0,21.0,17.0,16.0,14.0,18.0,18.0,18.0,21.0,21.0,21.0,21.0,21.0,19.0
1021790354,34.0,27.0,21.0,13.0,13.0,13.0,13.0,12.0,11.0,11.0,11.0,11.0,10.0,10.0,10.0
1021790373,31.0,31.0,31.0,29.0,24.0,21.0,21.0,21.0,16.0,16.0,15.0,14.0,14.0,14.0,11.0
1021790415,42.0,42.0,43.0,43.0,40.0,39.0,39.0,39.0,35.0,49.0,49.0,49.0,48.0,48.0,48.0
1021790425,44.0,44.0,42.0,39.0,36.0,36.0,36.0,36.0,35.0,43.0,44.0,45.0,46.0,46.0,45.0
1021790429,33.0,33.0,29.0,25.0,22.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,18.0
1021790436,5.0,5.0,5.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,8.0
1021790440,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,,,,,
1021790466,9.0,9.0,9.0,7.0,7.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0
1021790489,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,,,
1021797501,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0
1021797502,61.0,60.0,58.0,57.0,51.0,51.0,51.0,66.0,70.0,71.0,66.0,62.0,62.0,62.0,56.0
1021800007,32.0,32.0,30.0,25.0,25.0,24.0,24.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0
1021800013,50.0,50.0,50.0,50.0,49.0,50.0,48.0,48.0,46.0,48.0,48.0,48.0,48.0,48.0,48.0
1021800015,34.0,32.0,29.0,29.0,29.0,29.0,28.0,32.0,33.0,41.0,41.0,41.0,41.0,41.0,34.0
1021800018,30.0,30.0,30.0,30.0,30.0,30.0,29.0,31.0,29.0,29.0,28.0,28.0,28.0,28.0,28.0
1021800020,41.0,41.0,39.0,39.0,36.0,37.0,37.0,37.0,35.0,36.0,36.0,35.0,35.0,35.0,35.0
1021800023,46.0,46.0,46.0,50.0,46.0,51.0,46.0,46.0,47.0,46.0,46.0,45.0,46.0,46.0,46.0
1021800025,44.0,44.0,44.0,43.0,43.0,43.0,40.0,40.0,40.0,40.0,40.0,39.0,40.0,40.0,40.0
1021800028,43.0,43.0,37.0,36.0,34.0,35.0,35.0,35.0,34.0,33.0,32.0,31.0,30.0,29.0,28.0
1021800031,24.0,24.0,23.0,20.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
1021800036,57.0,57.0,50.0,46.0,43.0,43.0,41.0,41.0,39.0,38.0,37.0,36.0,36.0,36.0,37.0
1021800039,48.0,43.0,33.0,33.0,32.0,30.0,28.0,26.0,25.0,26.0,26.0,26.0,26.0,25.0,25.0
1021800046,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
1021800057,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0
1021800060,42.0,42.0,42.0,40.0,39.0,38.0,38.0,38.0,38.0,38.0,37.0,36.0,36.0,36.0,41.0
1021800067,51.0,51.0,49.0,44.0,36.0,35.0,34.0,32.0,32.0,56.0,55.0,54.0,54.0,54.0,54.0
1021800069,65.0,65.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,64.0,61.0,58.0,
1021800070,9.0,9.0,9.0,9.0,9.0,8.0,8.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0
1021800077,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0,44.0
1021800078,7.0,7.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
1021800083,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,41.0,,,
1021800085,60.0,60.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,60.0,60.0,61.0,61.0,61.0,61.0
1021800092,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,44.0,44.0,44.0,44.0,44.0,44.0
1021800096,34.0,34.0,34.0,34.0,34.0,34.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
1021800098,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
1021800100,31.0,31.0,31.0,32.0,32.0,34.0,34.0,34.0,35.0,35.0,35.0,35.0,35.0,35.0,35.0
1021800112,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0
1021800120,66.0,66.0,66.0,66.0,63.0,60.0,58.0,58.0,59.0,59.0,58.0,57.0,56.0,55.0,54.0
1021800122,46.0,44.0,44.0,45.0,45.0,45.0,45.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
1021800134,56.0,56.0,58.0,58.0,57.0,58.0,58.0,58.0,58.0,53.0,,,,,
1021800150,77.0,77.0,77.0,77.0,77.0,77.0,75.0,75.0,73.0,73.0,73.0,73.0,73.0,73.0,71.0
1021800154,57.0,57.0,59.0,58.0,58.0,58.0,58.0,59.0,59.0,62.0,,,,,
1021800157,70.0,70.0,63.0,73.0,74.0,75.0,75.0,75.0,73.0,75.0,76.0,76.0,76.0,76.0,19.0
1021800160,57.0,53.0,51.0,50.0,44.0,43.0,43.0,41.0,39.0,39.0,50.0,61.0,62.0,62.0,63.0
1021800169,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0
1021800173,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0,67.0
1021800178,47.0,46.0,45.0,44.0,43.0,43.0,43.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1021800182,53.0,53.0,52.0,50.0,45.0,41.0,41.0,37.0,36.0,36.0,35.0,34.0,34.0,34.0,34.0
1021800187,57.0,57.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,,,,,
1021800199,45.0,45.0,40.0,36.0,29.0,29.0,28.0,26.0,25.0,25.0,24.0,24.0,25.0,26.0,26.0
1021800200,64.0,64.0,64.0,66.0,67.0,67.0,68.0,68.0,68.0,68.0,68.0,69.0,69.0,69.0,
1021800315,8.0,8.0,7.0,6.0,7.0,5.0,5.0,5.0,4.0,4.0,32.0,61.0,61.0,61.0,61.0
1021800326,18.0,18.0,18.0,18.0,14.0,11.0,11.0,11.0,9.0,9.0,8.0,7.0,7.0,7.0,7.0
1021800340,141.0,141.0,140.0,144.0,146.0,146.0,147.0,147.0,147.0,147.0,149.0,151.0,114.0,77.0,77.0
1021800350,119.0,119.0,117.0,117.0,112.0,111.0,110.0,107.0,102.0,102.0,101.0,100.0,70.0,40.0,
1021800371,24.0,24.0,22.0,20.0,18.0,19.0,1.0,1.0,16.0,14.0,14.0,13.0,12.0,12.0,11.0
1021800400,58.0,58.0,42.0,42.0,36.0,34.0,31.0,28.0,26.0,27.0,26.0,25.0,24.0,24.0,23.0
1021800406,53.0,53.0,41.0,55.0,55.0,38.0,37.0,35.0,31.0,29.0,28.0,28.0,26.0,24.0,24.0
1021800427,52.0,52.0,45.0,41.0,38.0,38.0,37.0,36.0,32.0,32.0,32.0,33.0,32.0,32.0,33.0
1021800435,53.0,53.0,45.0,41.0,36.0,34.0,32.0,29.0,28.0,28.0,28.0,29.0,28.0,27.0,27.0
1021800450,23.0,23.0,23.0,20.0,18.0,17.0,17.0,16.0,15.0,15.0,14.0,12.0,12.0,12.0,11.0
1021800473,44.0,44.0,40.0,36.0,29.0,27.0,27.0,25.0,24.0,24.0,24.0,23.0,22.0,20.0,20.0
1021800474,44.0,44.0,44.0,43.0,42.0,41.0,41.0,41.0,41.0,47.0,47.0,47.0,47.0,47.0,47.0
1021800480,82.0,82.0,83.0,82.0,81.0,81.0,81.0,81.0,80.0,80.0,80.0,80.0,78.0,77.0,77.0
1021800483,73.0,73.0,75.0,75.0,76.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0
1021800486,93.0,93.0,92.0,90.0,90.0,89.0,88.0,88.0,89.0,89.0,86.0,83.0,82.0,82.0,82.0
1021800497,50.0,50.0,51.0,50.0,49.0,49.0,50.0,47.0,47.0,47.0,48.0,48.0,47.0,46.0,46.0
1021800500,62.0,62.0,62.0,63.0,60.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,59.0,58.0,58.0
1021800505,24.0,24.0,24.0,24.0,22.0,17.0,17.0,20.0,20.0,19.0,18.0,17.0,17.0,17.0,17.0
1021800507,72.0,75.0,76.0,76.0,72.0,73.0,74.0,73.0,72.0,71.0,70.0,70.0,70.0,70.0,70.0
1021800513,,,,,59.0,86.0,85.0,85.0,85.0,85.0,86.0,86.0,86.0,86.0,86.0
1021800522,12.0,12.0,10.0,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0
1021800530,66.0,66.0,65.0,59.0,55.0,54.0,53.0,52.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0
1021800536,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
1021800605,65.0,65.0,59.0,56.0,51.0,49.0,48.0,46.0,43.0,41.0,38.0,36.0,36.0,35.0,35.0
1021800610,65.0,56.0,52.0,52.0,43.0,40.0,39.0,38.0,37.0,37.0,37.0,37.0,37.0,37.0,27.0
1021800614,9.0,9.0,9.0,9.0,9.0,8.0,7.0,6.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0
1021800628,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
1021800633,27.0,44.0,43.0,40.0,36.0,35.0,32.0,31.0,31.0,28.0,26.0,25.0,13.0,1.0,4.0
1021807501,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,50.0,50.0,49.0,48.0,48.0,49.0
1022000009,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,54.0,26.0,26.0
1022010009,43.0,43.0,43.0,43.0,43.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0
1022020009,29.0,29.0,29.0,29.0,29.0,29.0,26.0,26.0,26.0,26.0,,,,,
1022020029,54.0,27.0,54.0,55.0,55.0,55.0,56.0,56.0,57.0,57.0,42.0,28.0,28.0,28.0,28.0
1022020033,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,72.0,71.0,70.0,70.0,70.0
1022030001,22.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0
1022150042,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,317.0,318.0,318.0,318.0,318.0,318.0
1022150061,38.0,40.0,40.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,
1022150193,20.0,20.0,20.0,20.0,20.0,20.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,21.0,20.0
1022150195,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1022150197,18.0,18.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
1022150225,49.0,49.0,50.0,47.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1022150230,17.0,16.0,15.0,15.0,15.0,15.0,15.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
1022150237,12.0,12.0,12.0,9.0,9.0,8.0,7.0,6.0,6.0,5.0,5.0,5.0,4.0,4.0,4.0
1022150276,31.0,31.0,24.0,30.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0
1022150287,24.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,23.0,22.0,22.0,22.0
1022150305,54.0,54.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
1022150326,53.0,52.0,52.0,52.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0
1022150337,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,8.0,5.0,5.0
1022150339,81.0,79.0,77.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,84.0,84.0,84.0,84.0,84.0
1022150343,92.0,92.0,92.0,91.0,84.0,84.0,83.0,81.0,75.0,73.0,72.0,70.0,68.0,67.0,67.0
1022150352,35.0,35.0,32.0,24.0,23.0,23.0,24.0,24.0,24.0,22.0,22.0,22.0,22.0,22.0,23.0
1022150407,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,48.0,49.0,49.0,49.0,50.0,50.0,50.0
1022150431,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,
1022150442,80.0,80.0,80.0,79.0,80.0,80.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0,83.0
1022150465,80.0,80.0,79.0,80.0,81.0,80.0,79.0,81.0,80.0,80.0,80.0,81.0,81.0,81.0,82.0
1022150470,71.0,71.0,70.0,70.0,71.0,70.0,71.0,71.0,71.0,81.0,81.0,81.0,81.0,81.0,81.0
1022150481,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
1022150494,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
1022150512,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,,,
1022150530,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,,,
1022150534,41.0,41.0,40.0,40.0,40.0,40.0,40.0,41.0,42.0,42.0,42.0,43.0,,,
1022150535,41.0,41.0,41.0,37.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0
1022150546,9.0,9.0,7.0,7.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0
1022150549,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0
1022150555,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,52.0,52.0,51.0,,,
1022150561,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0,71.0
1022150586,51.0,51.0,51.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0
1022150591,60.0,60.0,60.0,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
1022170001,54.0,54.0,52.0,51.0,49.0,49.0,49.0,49.0,47.0,61.0,60.0,60.0,60.0,60.0,60.0
1022170007,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0
1022170009,48.0,48.0,48.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
1022170014,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,47.0,47.0
1022170017,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,48.0,48.0,48.0
1022170022,,,,,,,,71.0,71.0,72.0,72.0,72.0,72.0,72.0,72.0
1022170029,52.0,52.0,51.0,52.0,52.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1022170035,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
1022170039,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
1022170043,42.0,42.0,44.0,49.0,45.0,45.0,45.0,45.0,41.0,41.0,42.0,43.0,43.0,43.0,43.0
1022170047,47.0,47.0,47.0,47.0,47.0,47.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0
1022170051,57.0,58.0,59.0,56.0,56.0,55.0,54.0,54.0,54.0,54.0,54.0,55.0,55.0,55.0,55.0
1022180001,23.0,23.0,23.0,21.0,23.0,23.0,20.0,21.0,21.0,19.0,21.0,23.0,23.0,23.0,23.0
1022180005,48.0,48.0,47.0,50.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,49.0,36.0,23.0,23.0
1022180008,41.0,41.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,41.0,41.0,41.0,41.0
1022180011,19.0,19.0,19.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,17.0,17.0
1022180012,20.0,20.0,20.0,20.0,20.0,40.0,20.0,20.0,17.0,16.0,16.0,16.0,16.0,16.0,16.0
1022180014,18.0,18.0,19.0,18.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,19.0,19.0,19.0,19.0
1022180015,19.0,19.0,18.0,18.0,18.0,20.0,20.0,20.0,19.0,18.0,18.0,17.0,,,
1022180017,31.0,31.0,29.0,29.0,29.0,32.0,30.0,31.0,31.0,24.0,24.0,24.0,24.0,24.0,
1022180035,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
1022180042,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0
1022180044,25.0,25.0,26.0,26.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,25.0,25.0,25.0
1022180046,25.0,25.0,25.0,23.0,23.0,23.0,23.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022180048,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
1022180050,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,38.0,26.0,26.0
1022180054,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022190001,120.0,120.0,121.0,121.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,122.0,98.0,74.0,74.0
1022190009,59.0,59.0,59.0,60.0,60.0,60.0,60.0,60.0,59.0,59.0,59.0,59.0,58.0,58.0,17.0
1022190013,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,11.0,10.0,10.0,11.0,11.0,11.0,11.0
1022190014,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0
1022190015,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,11.0,11.0,11.0
1022190016,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0
1022190029,54.0,54.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,31.0,31.0,31.0,31.0,25.0,
1022190037,61.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
1022190041,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,77.0,76.0,76.0,76.0,77.0,77.0
1022200005,100.0,100.0,100.0,99.0,100.0,100.0,100.0,100.0,101.0,101.0,101.0,101.0,101.0,101.0,101.0
1022200011,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0,26.0,26.0
1022200013,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022200015,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022200017,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022200019,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022200021,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,26.0,26.0
1022200023,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0,37.0
1022200027,26.0,25.0,25.0,24.0,21.0,21.0,21.0,21.0,22.0,22.0,22.0,22.0,22.0,22.0,25.0
1022200029,15.0,15.0,15.0,15.0,15.0,15.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0
1022200031,29.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,30.0,30.0,30.0,30.0,30.0
1022200033,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
1022200035,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
1022200037,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,26.0,26.0,26.0
1022200039,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0
1022200041,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,24.0,24.0,24.0
1022210011,100.0,100.0,99.0,99.0,99.0,99.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
1022210017,50.0,50.0,49.0,49.0,49.0,49.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
