,bbl,date,file path,st units
15301,2031570020,20210605,20210605_2031570020.pdf,54
15302,2031570039,20210605,20210605_2031570039.pdf,41
15303,2031570059,20210605,20210605_2031570059.pdf,56
15304,2031570064,20210605,20210605_2031570064.pdf,60
15305,2031580001,20210605,20210605_2031580001.pdf,51
15306,2031580011,20210605,20210605_2031580011.pdf,15
15307,2031580015,20210605,20210605_2031580015.pdf,12
15308,2031580022,20210605,20210605_2031580022.pdf,37
15309,2031580039,20210605,20210605_2031580039.pdf,22
15310,2031580041,20210605,20210605_2031580041.pdf,22
15311,2031580043,20210605,20210605_2031580043.pdf,21
15312,2031580048,20210605,20210605_2031580048.pdf,32
15313,2031590001,20210605,20210605_2031590001.pdf,68
15314,2031590007,20210605,20210605_2031590007.pdf,65
15315,2031590040,20210605,20210605_2031590040.pdf,31
15316,2031590042,20210605,20210605_2031590042.pdf,31
15317,2031600005,20210605,20210605_2031600005.pdf,30
15318,2031600009,20210605,20210605_2031600009.pdf,30
15319,2031600014,20210605,20210605_2031600014.pdf,SCRIE
15320,2031600020,20210605,20210605_2031600020.pdf,42
15321,2031600024,20210605,20210605_2031600024.pdf,94
15322,2031600035,20210605,20210605_2031600035.pdf,62
15323,2031610001,20210605,20210605_2031610001.pdf,51
15324,2031610007,20210605,20210605_2031610007.pdf,29
15325,2031610010,20210605,20210605_2031610010.pdf,50
15326,2031610018,20210605,20210605_2031610018.pdf,43
15327,2031610026,20210605,20210605_2031610026.pdf,50
15328,2031610030,20210605,20210605_2031610030.pdf,43
15329,2031620001,20210605,20210605_2031620001.pdf,55
15330,2031620009,20210605,20210605_2031620009.pdf,28
15331,2031620011,20210605,20210605_2031620011.pdf,53
15332,2031620017,20210605,20210605_2031620017.pdf,78
15333,2031620029,20210605,20210605_2031620029.pdf,53
15334,2031620034,20210605,20210605_2031620034.pdf,58
15335,2031620045,20210605,20210605_2031620045.pdf,57
15336,2031630001,20210605,20210605_2031630001.pdf,36
15337,2031630003,20210605,20210605_2031630003.pdf,42
15338,2031630006,20210605,20210605_2031630006.pdf,48
15339,2031630011,20210605,20210605_2031630011.pdf,60
15340,2031630021,20210605,20210605_2031630021.pdf,30
15341,2031630030,20210605,20210605_2031630030.pdf,68
15342,2031640005,20210605,20210605_2031640005.pdf,36
15343,2031640011,20210605,20210605_2031640011.pdf,40
15344,2031640015,20210605,20210605_2031640015.pdf,43
15345,2031640019,20210605,20210605_2031640019.pdf,SCRIE
15346,2031640037,20210605,20210605_2031640037.pdf,36
15347,2031640041,20210605,20210605_2031640041.pdf,49
15348,2031640046,20210605,20210605_2031640046.pdf,21
15349,2031640050,20210605,20210605_2031640050.pdf,7
15350,2031640052,20210605,20210605_2031640052.pdf,19
15351,2031650001,20210605,20210605_2031650001.pdf,21
15352,2031650004,20210605,20210605_2031650004.pdf,21
15353,2031650011,20210605,20210605_2031650011.pdf,21
15354,2031650022,20210605,20210605_2031650022.pdf,30
15355,2031650024,20210605,20210605_2031650024.pdf,37
15356,2031650030,20210605,20210605_2031650030.pdf,24
15357,2031650060,20210605,20210605_2031650060.pdf,18
15358,2031650063,20210605,20210605_2031650063.pdf,17
15359,2031660066,20210605,20210605_2031660066.pdf,25
15360,2031670032,20210605,20210605_2031670032.pdf,11
15361,2031670034,20210605,20210605_2031670034.pdf,10
15362,2031670036,20210605,20210605_2031670036.pdf,8
15363,2031670038,20210605,20210605_2031670038.pdf,9
15364,2031670040,20210605,20210605_2031670040.pdf,26
15365,2031670046,20210605,20210605_2031670046.pdf,43
15366,2031670055,20210605,20210605_2031670055.pdf,38
15367,2031670060,20210605,20210605_2031670060.pdf,25
15368,2031670062,20210605,20210605_2031670062.pdf,25
15369,2031670064,20210605,20210605_2031670064.pdf,SCRIE
15370,2031670068,20210605,20210605_2031670068.pdf,40
15371,2031680001,20210605,20210605_2031680001.pdf,26
15372,2031680003,20210605,20210605_2031680003.pdf,25
15373,2031680006,20210605,20210605_2031680006.pdf,25
15374,2031680011,20210605,20210605_2031680011.pdf,SCRIE
15375,2031680016,20210605,20210605_2031680016.pdf,54
15376,2031680049,20210605,20210605_2031680049.pdf,39
15377,2031680052,20210605,20210605_2031680052.pdf,49
15378,2031680061,20210605,20210605_2031680061.pdf,21
15379,2031680064,20210605,20210605_2031680064.pdf,27
15380,2031690002,20210605,20210605_2031690002.pdf,55
15381,2031690009,20210605,20210605_2031690009.pdf,72
15382,2031690034,20210605,20210605_2031690034.pdf,51
15383,2031690043,20210605,20210605_2031690043.pdf,78
15384,2031690045,20210605,20210605_2031690045.pdf,92
15385,2031690051,20210605,20210605_2031690051.pdf,25
15386,2031690053,20210605,20210605_2031690053.pdf,28
15387,2031690055,20210605,20210605_2031690055.pdf,40
15388,2031690059,20210605,20210605_2031690059.pdf,55
15389,2031700015,20210605,20210605_2031700015.pdf,43
15390,2031700021,20210605,20210605_2031700021.pdf,72
15391,2031700027,20210605,20210605_2031700027.pdf,35
15392,2031700032,20210605,20210605_2031700032.pdf,33
15393,2031700034,20210605,20210605_2031700034.pdf,49
15394,2031700040,20210605,20210605_2031700040.pdf,54
15395,2031710001,20210605,20210605_2031710001.pdf,SCRIE
15396,2031710005,20210605,20210605_2031710005.pdf,54
15397,2031710031,20210605,20210605_2031710031.pdf,41
15398,2031710034,20210605,20210605_2031710034.pdf,SCRIE
15399,2031710037,20210605,20210605_2031710037.pdf,28
15400,2031710042,20210605,20210605_2031710042.pdf,30
15401,2031710044,20210605,20210605_2031710044.pdf,21
15402,2031720003,20210605,20210605_2031720003.pdf,42
15403,2031720008,20210605,20210605_2031720008.pdf,37
15404,2031720011,20210605,20210605_2031720011.pdf,43
15405,2031720016,20210605,20210605_2031720016.pdf,59
15406,2031720025,20210605,20210605_2031720025.pdf,30
15407,2031720028,20210605,20210605_2031720028.pdf,37
15408,2031720032,20210605,20210605_2031720032.pdf,43
15409,2031720040,20210605,20210605_2031720040.pdf,28
15410,2031720044,20210605,20210605_2031720044.pdf,11
15411,2031730005,20210605,20210605_2031730005.pdf,71
15412,2031730013,20210605,20210605_2031730013.pdf,4
15413,2031730020,20210605,20210605_2031730020.pdf,SCRIE
15414,2031730024,20210605,20210605_2031730024.pdf,65
15415,2031730027,20210605,20210605_2031730027.pdf,SCRIE
15416,2031730041,20210605,20210605_2031730041.pdf,88
15417,2031730048,20210605,20210605_2031730048.pdf,SCRIE
15418,2031730050,20210605,20210605_2031730050.pdf,37
15419,2031730052,20210605,20210605_2031730052.pdf,SCRIE
15420,2031730054,20210605,20210605_2031730054.pdf,73
15421,2031730064,20210605,20210605_2031730064.pdf,53
15422,2031740016,20210605,20210605_2031740016.pdf,SCRIE
15423,2031740018,20210605,20210605_2031740018.pdf,31
15424,2031740022,20210605,20210605_2031740022.pdf,42
15425,2031740024,20210605,20210605_2031740024.pdf,26
15426,2031740026,20210605,20210605_2031740026.pdf,20
15427,2031740028,20210605,20210605_2031740028.pdf,18
15428,2031750001,20210605,20210605_2031750001.pdf,54
15429,2031750007,20210605,20210605_2031750007.pdf,55
15430,2031750010,20210605,20210605_2031750010.pdf,2
15431,2031750015,20210605,20210605_2031750015.pdf,103
15432,2031770041,20210605,20210605_2031770041.pdf,42
15433,2031780045,20210605,20210605_2031780045.pdf,53
15434,2031780050,20210605,20210605_2031780050.pdf,48
15435,2031780055,20210605,20210605_2031780055.pdf,63
15436,2031790031,20210605,20210605_2031790031.pdf,SCRIE
15437,2031790041,20210605,20210605_2031790041.pdf,56
15438,2031790047,20210605,20210605_2031790047.pdf,41
15439,2031790052,20210605,20210605_2031790052.pdf,48
15440,2031790057,20210605,20210605_2031790057.pdf,SCRIE
15441,2031790060,20210605,20210605_2031790060.pdf,90
15442,2031800009,20210605,20210605_2031800009.pdf,47
15443,2031800016,20210605,20210605_2031800016.pdf,20
15444,2031800018,20210605,20210605_2031800018.pdf,21
15445,2031800020,20210605,20210605_2031800020.pdf,20
15446,2031810001,20210605,20210605_2031810001.pdf,36
15447,2031810015,20210605,20210605_2031810015.pdf,35
15448,2031810022,20210605,20210605_2031810022.pdf,24
15449,2031810030,20210605,20210605_2031810030.pdf,35
15450,2031810045,20210605,20210605_2031810045.pdf,45
15451,2031820001,20210605,20210605_2031820001.pdf,22
15452,2031820004,20210605,20210605_2031820004.pdf,31
15453,2031820008,20210605,20210605_2031820008.pdf,42
15454,2031820016,20210605,20210605_2031820016.pdf,27
15455,2031820019,20210605,20210605_2031820019.pdf,54
15456,2031820031,20210605,20210605_2031820031.pdf,25
15457,2031820035,20210605,20210605_2031820035.pdf,23
15458,2031820037,20210605,20210605_2031820037.pdf,26
15459,2031820045,20210605,20210605_2031820045.pdf,42
15460,2031820050,20210605,20210605_2031820050.pdf,49
15461,2031820058,20210605,20210605_2031820058.pdf,30
15462,2031830007,20210605,20210605_2031830007.pdf,43
15463,2031830013,20210605,20210605_2031830013.pdf,60
15464,2031830024,20210605,20210605_2031830024.pdf,SCRIE
15465,2031830033,20210605,20210605_2031830033.pdf,25
15466,2031830037,20210605,20210605_2031830037.pdf,34
15467,2031830057,20210605,20210605_2031830057.pdf,11
15468,2031830058,20210605,20210605_2031830058.pdf,48
